,type,value,date
11799,TMAX,240,1966-08-14
11800,TMIN,160,1966-08-14
11801,PRCP,4,1966-08-14
11802,TMAX,245,1966-09-14
11803,TMIN,165,1966-09-14
11804,PRCP,0,1966-09-14
11805,TMAX,260,1966-10-14
11806,TMIN,160,1966-10-14
11807,PRCP,10,1966-10-14
11808,TMAX,268,1966-11-14
11809,TMIN,149,1966-11-14
11810,PRCP,0,1966-11-14
11811,TMAX,230,1966-12-14
11812,TMIN,112,1966-12-14
11813,PRCP,0,1966-12-14
11814,TMAX,230,1967-01-14
11815,TMIN,108,1967-01-14
11816,PRCP,0,1967-01-14
11817,TMAX,268,1967-02-14
11818,TMIN,106,1967-02-14
11819,PRCP,0,1967-02-14
11820,TMAX,296,1967-03-14
11821,TMIN,150,1967-03-14
11822,PRCP,0,1967-03-14
11823,TMAX,320,1967-04-14
11824,TMIN,168,1967-04-14
11825,PRCP,0,1967-04-14
11826,TMAX,326,1967-05-14
11827,TMIN,180,1967-05-14
11828,PRCP,0,1967-05-14
11829,TMAX,277,1967-06-14
11830,TMIN,174,1967-06-14
11831,PRCP,260,1967-06-14
11832,TMAX,272,1967-07-14
11833,TMIN,152,1967-07-14
11834,PRCP,0,1967-07-14
11835,TMAX,286,1967-08-14
11836,TMIN,171,1967-08-14
11837,PRCP,291,1967-08-14
11838,TMAX,270,1967-09-14
11839,TMIN,148,1967-09-14
11840,PRCP,32,1967-09-14
11841,TMAX,282,1967-10-14
11842,TMIN,170,1967-10-14
11843,PRCP,0,1967-10-14
11844,TMAX,248,1967-11-14
11845,TMIN,120,1967-11-14
11846,PRCP,0,1967-11-14
11847,TMAX,254,1967-12-14
11848,TMIN,140,1967-12-14
11849,PRCP,0,1967-12-14
11850,TMAX,232,1968-01-14
11851,TMIN,112,1968-01-14
11852,PRCP,0,1968-01-14
11853,TMAX,240,1968-02-14
11854,TMIN,133,1968-02-14
11855,PRCP,0,1968-02-14
11856,TMAX,262,1968-03-14
11857,TMIN,123,1968-03-14
11858,PRCP,0,1968-03-14
11859,TMAX,310,1968-04-14
11860,TMIN,183,1968-04-14
11861,PRCP,0,1968-04-14
11862,TMAX,290,1968-05-14
11863,TMIN,160,1968-05-14
11864,PRCP,0,1968-05-14
11865,TMAX,272,1968-06-14
11866,TMIN,150,1968-06-14
11867,PRCP,0,1968-06-14
11868,TMAX,232,1968-07-14
11869,TMIN,160,1968-07-14
11870,PRCP,4,1968-07-14
11871,TMAX,263,1968-08-14
11872,TMIN,160,1968-08-14
11873,PRCP,690,1968-08-14
11874,TMAX,250,1968-09-14
11875,TMIN,160,1968-09-14
11876,PRCP,120,1968-09-14
11877,TMAX,252,1968-10-14
11878,TMIN,140,1968-10-14
11879,PRCP,0,1968-10-14
11880,TMAX,260,1968-11-14
11881,TMIN,133,1968-11-14
11882,PRCP,0,1968-11-14
11883,TMAX,243,1968-12-14
11884,TMIN,120,1968-12-14
11885,PRCP,0,1968-12-14
11886,TMAX,260,1969-01-14
11887,TMIN,133,1969-01-14
11888,PRCP,0,1969-01-14
11889,TMAX,260,1969-02-14
11890,TMIN,122,1969-02-14
11891,PRCP,0,1969-02-14
11892,TMAX,270,1969-03-14
11893,TMIN,150,1969-03-14
11894,PRCP,0,1969-03-14
11895,TMAX,302,1969-04-14
11896,TMIN,170,1969-04-14
11897,PRCP,0,1969-04-14
11898,TMAX,310,1969-05-14
11899,TMIN,190,1969-05-14
11900,PRCP,0,1969-05-14
11901,TMAX,314,1969-06-14
11902,TMIN,193,1969-06-14
11903,PRCP,0,1969-06-14
11904,TMAX,240,1969-07-14
11905,TMIN,182,1969-07-14
11906,PRCP,400,1969-07-14
11907,TMAX,246,1969-08-14
11908,TMIN,160,1969-08-14
11909,PRCP,425,1969-08-14
11910,TMAX,250,1969-09-14
11911,TMIN,170,1969-09-14
11912,PRCP,80,1969-09-14
11913,TMAX,252,1969-10-14
11914,TMIN,158,1969-10-14
11915,PRCP,96,1969-10-14
11916,TMAX,274,1969-11-14
11917,TMIN,160,1969-11-14
11918,PRCP,0,1969-11-14
11919,TMAX,240,1969-12-14
11920,TMIN,113,1969-12-14
11921,PRCP,0,1969-12-14
11922,TMAX,242,1970-01-14
11923,TMIN,108,1970-01-14
11924,PRCP,0,1970-01-14
11925,TMAX,265,1970-02-14
11926,TMIN,130,1970-02-14
11927,PRCP,0,1970-02-14
11928,TMAX,270,1970-03-14
11929,TMIN,138,1970-03-14
11930,PRCP,0,1970-03-14
11931,TMAX,310,1970-04-14
11932,TMIN,176,1970-04-14
11933,PRCP,0,1970-04-14
11934,TMAX,293,1970-05-14
11935,TMIN,184,1970-05-14
11936,PRCP,4,1970-05-14
11937,TMAX,313,1970-06-14
11938,TMIN,172,1970-06-14
11939,PRCP,0,1970-06-14
11940,TMAX,248,1970-07-14
11941,TMIN,164,1970-07-14
11942,PRCP,96,1970-07-14
11943,TMAX,277,1970-08-14
11944,TMIN,150,1970-08-14
11945,PRCP,125,1970-08-14
11946,TMAX,268,1970-09-14
11947,TMIN,158,1970-09-14
11948,PRCP,55,1970-09-14
11949,TMAX,276,1970-10-14
11950,TMIN,150,1970-10-14
11951,PRCP,2,1970-10-14
11952,TMAX,282,1970-11-14
11953,TMIN,124,1970-11-14
11954,PRCP,0,1970-11-14
11955,TMAX,290,1970-12-14
11956,TMIN,122,1970-12-14
11957,PRCP,0,1970-12-14
11958,TMAX,296,1971-01-14
11959,TMIN,140,1971-01-14
11960,PRCP,14,1971-01-14
11961,TMAX,272,1971-02-14
11962,TMIN,120,1971-02-14
11963,PRCP,0,1971-02-14
11964,TMAX,303,1971-06-14
11965,TMIN,163,1971-06-14
11966,PRCP,20,1971-06-14
11967,TMAX,243,1971-07-14
11968,TMIN,164,1971-07-14
11969,PRCP,2,1971-07-14
11970,TMAX,270,1971-08-14
11971,TMIN,150,1971-08-14
11972,PRCP,25,1971-08-14
11973,TMAX,240,1971-09-14
11974,TMIN,150,1971-09-14
11975,PRCP,250,1971-09-14
11976,TMAX,240,1971-10-14
11977,TMIN,135,1971-10-14
11978,PRCP,0,1971-10-14
11979,TMAX,230,1971-11-14
11980,TMIN,130,1971-11-14
11981,PRCP,0,1971-11-14
11982,TMAX,230,1971-12-14
11983,TMIN,140,1971-12-14
11984,PRCP,0,1971-12-14
11985,TMAX,240,1972-01-14
11986,TMIN,120,1972-01-14
11987,PRCP,0,1972-01-14
11988,TMAX,260,1972-02-14
11989,TMIN,120,1972-02-14
11990,PRCP,0,1972-02-14
11991,TMAX,250,1972-03-14
11992,TMIN,100,1972-03-14
11993,PRCP,10,1972-03-14
11994,TMAX,295,1972-04-14
11995,TMIN,110,1972-04-14
11996,PRCP,0,1972-04-14
11997,TMAX,300,1972-05-14
11998,TMIN,190,1972-05-14
11999,PRCP,0,1972-05-14
12000,TMAX,235,1972-06-14
12001,TMIN,175,1972-06-14
12002,PRCP,145,1972-06-14
12003,TMAX,220,1972-07-14
12004,TMIN,170,1972-07-14
12005,PRCP,0,1972-07-14
12006,TMAX,230,1972-08-14
12007,TMIN,155,1972-08-14
12008,PRCP,0,1972-08-14
12009,TMAX,245,1972-09-14
12010,TMIN,155,1972-09-14
12011,PRCP,0,1972-09-14
12012,TMAX,240,1972-10-14
12013,TMIN,140,1972-10-14
12014,PRCP,0,1972-10-14
12015,TMAX,270,1972-11-14
12016,TMIN,150,1972-11-14
12017,PRCP,0,1972-11-14
12018,TMAX,240,1972-12-14
12019,TMIN,130,1972-12-14
12020,PRCP,0,1972-12-14
12021,TMAX,240,1973-01-14
12022,TMIN,140,1973-01-14
12023,PRCP,0,1973-01-14
12024,TMAX,270,1973-02-14
12025,TMIN,135,1973-02-14
12026,PRCP,0,1973-02-14
12027,TMAX,290,1973-03-14
12028,TMIN,150,1973-03-14
12029,PRCP,0,1973-03-14
12030,TMAX,290,1973-04-14
12031,TMIN,160,1973-04-14
12032,PRCP,55,1973-04-14
12033,TMAX,310,1973-05-14
12034,TMIN,160,1973-05-14
12035,PRCP,0,1973-05-14
12036,TMAX,245,1973-06-14
12037,TMIN,170,1973-06-14
12038,PRCP,35,1973-06-14
12039,TMAX,220,1973-08-14
12040,TMIN,170,1973-08-14
12041,PRCP,600,1973-08-14
12042,TMAX,240,1973-09-14
12043,TMIN,150,1973-09-14
12044,PRCP,0,1973-09-14
12045,TMAX,230,1973-10-14
12046,TMIN,150,1973-10-14
12047,PRCP,210,1973-10-14
12048,TMAX,240,1973-11-14
12049,TMIN,150,1973-11-14
12050,PRCP,10,1973-11-14
12053,PRCP,0,1973-12-14
12054,TMAX,265,1974-01-14
12055,TMIN,95,1974-01-14
12056,PRCP,0,1974-01-14
12057,TMAX,275,1974-02-14
12058,TMIN,140,1974-02-14
12059,PRCP,0,1974-02-14
12060,TMAX,260,1974-03-14
12061,TMIN,130,1974-03-14
12062,PRCP,95,1974-03-14
12063,TMAX,310,1974-04-14
12064,TMIN,160,1974-04-14
12065,PRCP,0,1974-04-14
12066,TMAX,310,1974-05-14
12067,TMIN,180,1974-05-14
12068,PRCP,0,1974-05-14
12069,TMAX,250,1974-06-14
12070,TMIN,180,1974-06-14
12071,PRCP,95,1974-06-14
12072,TMAX,240,1974-07-14
12073,TMIN,120,1974-07-14
12074,PRCP,0,1974-07-14
12075,TMAX,270,1974-08-14
12076,TMIN,170,1974-08-14
12077,PRCP,0,1974-08-14
12078,TMAX,230,1974-09-14
12079,TMIN,150,1974-09-14
12080,PRCP,50,1974-09-14
12081,TMAX,270,1974-10-14
12082,TMIN,150,1974-10-14
12083,PRCP,0,1974-10-14
12084,TMAX,240,1974-11-14
12085,TMIN,110,1974-11-14
12086,PRCP,0,1974-11-14
12087,TMAX,260,1974-12-14
12088,TMIN,145,1974-12-14
12089,PRCP,0,1974-12-14
12090,TMAX,235,1975-01-14
12091,TMIN,105,1975-01-14
12092,PRCP,0,1975-01-14
12093,TMAX,260,1975-02-14
12094,TMIN,140,1975-02-14
12095,PRCP,0,1975-02-14
12096,TMAX,280,1975-03-14
12097,TMIN,150,1975-03-14
12098,PRCP,0,1975-03-14
12099,TMAX,310,1975-04-14
12100,TMIN,160,1975-04-14
12101,PRCP,0,1975-04-14
12102,TMAX,270,1975-05-14
12103,TMIN,160,1975-05-14
12104,PRCP,0,1975-05-14
12105,TMAX,270,1975-06-14
12106,TMIN,150,1975-06-14
12107,PRCP,0,1975-06-14
12108,TMAX,230,1975-07-14
12109,TMIN,150,1975-07-14
12110,PRCP,55,1975-07-14
12111,TMAX,250,1975-08-14
12112,TMIN,150,1975-08-14
12113,PRCP,160,1975-08-14
12114,TMAX,230,1975-09-14
12115,TMIN,140,1975-09-14
12116,PRCP,15,1975-09-14
12117,TMAX,250,1975-10-14
12118,TMIN,140,1975-10-14
12119,PRCP,0,1975-10-14
12120,TMAX,230,1975-11-14
12121,TMIN,130,1975-11-14
12122,PRCP,0,1975-11-14
12123,TMAX,250,1975-12-14
12124,TMIN,140,1975-12-14
12125,PRCP,0,1975-12-14
12126,TMAX,250,1976-01-14
12127,TMIN,125,1976-01-14
12128,PRCP,0,1976-01-14
12129,TMAX,250,1976-02-14
12130,TMIN,110,1976-02-14
12131,PRCP,0,1976-02-14
12132,TMAX,270,1976-03-14
12133,TMIN,160,1976-03-14
12134,PRCP,0,1976-03-14
12135,TMAX,300,1976-04-14
12136,TMIN,170,1976-04-14
12137,PRCP,0,1976-04-14
12138,TMAX,280,1976-05-14
12139,TMIN,175,1976-05-14
12140,PRCP,0,1976-05-14
12141,TMAX,280,1976-06-14
12142,TMIN,185,1976-06-14
12143,PRCP,195,1976-06-14
12144,TMAX,230,1976-07-14
12145,TMIN,160,1976-07-14
12146,PRCP,120,1976-07-14
12147,TMAX,260,1976-08-14
12148,TMIN,160,1976-08-14
12149,PRCP,0,1976-08-14
12150,TMAX,260,1976-09-14
12151,TMIN,170,1976-09-14
12152,PRCP,200,1976-09-14
12153,TMAX,240,1976-10-14
12154,TMIN,140,1976-10-14
12155,PRCP,0,1976-10-14
12156,TMAX,260,1976-11-14
12157,TMIN,130,1976-11-14
12158,PRCP,0,1976-11-14
12159,TMAX,270,1976-12-14
12160,TMIN,150,1976-12-14
12161,PRCP,0,1976-12-14
12162,TMAX,220,1977-01-14
12163,TMIN,130,1977-01-14
12164,PRCP,0,1977-01-14
12165,TMAX,250,1977-02-14
12166,TMIN,130,1977-02-14
12167,PRCP,0,1977-02-14
12168,TMAX,320,1977-03-14
12169,TMIN,160,1977-03-14
12170,PRCP,0,1977-03-14
12171,TMAX,270,1977-04-14
12172,TMIN,160,1977-04-14
12173,PRCP,0,1977-04-14
12174,TMAX,290,1977-05-14
12175,TMIN,160,1977-05-14
12176,PRCP,0,1977-05-14
12177,TMAX,240,1977-06-14
12178,TMIN,160,1977-06-14
12179,PRCP,145,1977-06-14
12180,TMAX,250,1977-07-14
12181,TMIN,150,1977-07-14
12182,PRCP,140,1977-07-14
12183,TMAX,250,1977-08-14
12184,TMIN,160,1977-08-14
12185,PRCP,80,1977-08-14
12186,TMAX,260,1977-09-14
12187,TMIN,150,1977-09-14
12188,PRCP,0,1977-09-14
12189,TMAX,250,1977-10-14
12190,TMIN,115,1977-10-14
12191,PRCP,0,1977-10-14
12192,TMAX,245,1977-11-14
12193,TMIN,150,1977-11-14
12194,PRCP,0,1977-11-14
12195,TMAX,230,1977-12-14
12196,TMIN,115,1977-12-14
12197,PRCP,0,1977-12-14
12198,TMAX,230,1978-01-14
12199,TMIN,130,1978-01-14
12200,PRCP,0,1978-01-14
12201,TMAX,260,1978-02-14
12202,TMIN,130,1978-02-14
12203,PRCP,0,1978-02-14
12204,TMAX,260,1978-03-14
12205,TMIN,145,1978-03-14
12206,PRCP,0,1978-03-14
12207,TMAX,320,1978-04-14
12208,TMIN,170,1978-04-14
12209,PRCP,0,1978-04-14
12210,TMAX,320,1978-05-14
12211,TMIN,180,1978-05-14
12212,PRCP,0,1978-05-14
12213,TMAX,270,1978-06-14
12214,TMIN,155,1978-06-14
12215,PRCP,30,1978-06-14
12216,TMAX,260,1978-07-14
12217,TMIN,160,1978-07-14
12218,PRCP,50,1978-07-14
12219,TMAX,260,1978-08-14
12220,TMIN,155,1978-08-14
12221,PRCP,695,1978-08-14
12222,TMAX,265,1978-09-14
12223,TMIN,155,1978-09-14
12224,PRCP,50,1978-09-14
12225,TMAX,240,1978-10-14
12226,TMIN,130,1978-10-14
12227,PRCP,0,1978-10-14
12228,TMAX,265,1978-11-14
12229,TMIN,140,1978-11-14
12230,PRCP,0,1978-11-14
12231,TMAX,240,1978-12-14
12232,TMIN,115,1978-12-14
12233,PRCP,0,1978-12-14
12234,TMAX,250,1979-01-14
12235,TMIN,120,1979-01-14
12236,PRCP,0,1979-01-14
12237,TMAX,270,1979-02-14
12238,TMIN,165,1979-02-14
12239,PRCP,0,1979-02-14
12240,TMAX,300,1979-03-14
12241,TMIN,165,1979-03-14
12242,PRCP,0,1979-03-14
12243,TMAX,285,1979-04-14
12244,TMIN,190,1979-04-14
12245,PRCP,0,1979-04-14
12246,TMAX,295,1979-05-14
12247,TMIN,170,1979-05-14
12248,PRCP,12,1979-05-14
12249,TMAX,290,1979-06-14
12250,TMIN,155,1979-06-14
12251,PRCP,0,1979-06-14
12252,TMAX,280,1979-07-14
12253,TMIN,165,1979-07-14
12254,PRCP,78,1979-07-14
12255,TMAX,275,1979-08-14
12256,TMIN,160,1979-08-14
12257,PRCP,40,1979-08-14
12258,TMAX,245,1979-09-14
12259,TMIN,155,1979-09-14
12260,PRCP,0,1979-09-14
12261,TMAX,290,1979-10-14
12262,TMIN,115,1979-10-14
12263,PRCP,0,1979-10-14
12264,TMAX,290,1979-11-14
12266,PRCP,0,1979-11-14
12267,TMAX,290,1979-12-14
12268,TMIN,90,1979-12-14
12269,PRCP,0,1979-12-14
12270,TMAX,260,1980-01-14
12271,TMIN,130,1980-01-14
12272,PRCP,0,1980-01-14
12273,TMAX,260,1980-02-14
12274,TMIN,150,1980-02-14
12275,PRCP,0,1980-02-14
12276,TMAX,340,1980-03-14
12277,TMIN,160,1980-03-14
12278,PRCP,0,1980-03-14
12279,TMAX,300,1980-04-14
12280,TMIN,150,1980-04-14
12281,PRCP,0,1980-04-14
12282,TMAX,320,1980-05-14
12283,TMIN,200,1980-05-14
12284,PRCP,0,1980-05-14
12285,TMAX,320,1980-06-14
12286,TMIN,180,1980-06-14
12287,PRCP,47,1980-06-14
12288,TMAX,280,1980-07-14
12289,TMIN,180,1980-07-14
12290,PRCP,19,1980-07-14
12291,TMAX,245,1980-08-14
12292,TMIN,175,1980-08-14
12293,PRCP,96,1980-08-14
12294,TMAX,240,1980-09-14
12295,TMIN,155,1980-09-14
12296,PRCP,0,1980-09-14
12297,TMAX,220,1980-10-14
12298,TMIN,170,1980-10-14
12299,PRCP,0,1980-10-14
12300,TMAX,250,1980-11-14
12301,TMIN,120,1980-11-14
12302,PRCP,0,1980-11-14
12303,TMAX,260,1980-12-14
12304,TMIN,135,1980-12-14
12305,PRCP,0,1980-12-14
12306,TMAX,320,1955-04-15
12307,TMIN,170,1955-04-15
12308,PRCP,0,1955-04-15
12309,TMAX,320,1955-05-15
12310,TMIN,170,1955-05-15
12311,PRCP,0,1955-05-15
12312,TMAX,290,1955-06-15
12313,TMIN,160,1955-06-15
12314,PRCP,28,1955-06-15
12315,TMAX,270,1955-07-15
12316,TMIN,160,1955-07-15
12317,PRCP,476,1955-07-15
12318,TMAX,250,1955-08-15
12319,TMIN,150,1955-08-15
12320,PRCP,46,1955-08-15
12321,TMAX,250,1955-09-15
12322,TMIN,130,1955-09-15
12323,PRCP,21,1955-09-15
12324,TMAX,220,1955-10-15
12325,TMIN,120,1955-10-15
12326,PRCP,25,1955-10-15
12327,TMAX,280,1955-11-15
12328,TMIN,150,1955-11-15
12329,PRCP,0,1955-11-15
12330,TMAX,230,1955-12-15
12331,TMIN,130,1955-12-15
12332,PRCP,3,1955-12-15
12333,TMAX,220,1956-01-15
12334,TMIN,50,1956-01-15
12335,PRCP,0,1956-01-15
12336,TMAX,280,1956-02-15
12337,TMIN,120,1956-02-15
12338,PRCP,0,1956-02-15
12339,TMAX,310,1956-03-15
12340,TMIN,140,1956-03-15
12341,PRCP,0,1956-03-15
12342,TMAX,320,1956-04-15
12343,TMIN,170,1956-04-15
12344,PRCP,0,1956-04-15
12345,TMAX,260,1956-05-15
12346,TMIN,150,1956-05-15
12347,PRCP,106,1956-05-15
12348,TMAX,250,1956-06-15
12349,TMIN,160,1956-06-15
12350,PRCP,12,1956-06-15
12351,TMAX,250,1956-07-15
12352,TMIN,140,1956-07-15
12353,PRCP,0,1956-07-15
12354,TMAX,270,1956-08-15
12355,TMIN,140,1956-08-15
12356,PRCP,0,1956-08-15
12357,TMAX,250,1956-09-15
12358,TMIN,130,1956-09-15
12359,PRCP,0,1956-09-15
12360,TMAX,260,1956-10-15
12361,TMIN,130,1956-10-15
12362,PRCP,0,1956-10-15
12363,TMAX,260,1956-12-15
12364,TMIN,120,1956-12-15
12365,PRCP,0,1956-12-15
12366,TMAX,280,1957-01-15
12367,TMIN,120,1957-01-15
12368,PRCP,0,1957-01-15
12369,TMAX,280,1957-02-15
12370,TMIN,130,1957-02-15
12371,PRCP,0,1957-02-15
12372,TMAX,290,1957-03-15
12373,TMIN,150,1957-03-15
12374,PRCP,0,1957-03-15
12375,TMAX,310,1957-04-15
12376,TMIN,160,1957-04-15
12377,PRCP,21,1957-04-15
12378,TMAX,330,1957-05-15
12379,TMIN,200,1957-05-15
12380,PRCP,0,1957-05-15
12381,TMAX,300,1957-06-15
12382,TMIN,180,1957-06-15
12383,PRCP,317,1957-06-15
12384,TMAX,260,1957-07-15
12385,TMIN,160,1957-07-15
12386,PRCP,57,1957-07-15
12387,TMAX,270,1957-08-15
12388,TMIN,150,1957-08-15
12389,PRCP,28,1957-08-15
12390,TMAX,280,1957-10-15
12391,TMIN,160,1957-10-15
12392,PRCP,0,1957-10-15
12393,TMAX,280,1957-11-15
12394,TMIN,160,1957-11-15
12395,PRCP,0,1957-11-15
12396,TMAX,260,1957-12-15
12397,TMIN,120,1957-12-15
12398,PRCP,0,1957-12-15
12399,TMAX,260,1958-01-15
12400,TMIN,120,1958-01-15
12401,PRCP,0,1958-01-15
12402,TMAX,260,1958-02-15
12403,TMIN,110,1958-02-15
12404,PRCP,0,1958-02-15
12405,TMAX,310,1958-03-15
12406,TMIN,170,1958-03-15
12407,PRCP,0,1958-03-15
12408,TMAX,330,1958-04-15
12409,TMIN,190,1958-04-15
12410,PRCP,25,1958-04-15
12411,TMAX,300,1958-05-15
12412,TMIN,140,1958-05-15
12413,PRCP,0,1958-05-15
12414,TMAX,270,1958-06-15
12415,TMIN,170,1958-06-15
12416,PRCP,35,1958-06-15
12417,TMAX,260,1958-07-15
12418,TMIN,160,1958-07-15
12419,PRCP,124,1958-07-15
12420,TMAX,290,1958-08-15
12421,TMIN,160,1958-08-15
12422,PRCP,173,1958-08-15
12423,TMAX,250,1958-09-15
12424,TMIN,150,1958-09-15
12425,PRCP,0,1958-09-15
12426,TMAX,260,1958-10-15
12427,TMIN,160,1958-10-15
12428,PRCP,201,1958-10-15
12429,TMAX,270,1958-11-15
12430,TMIN,150,1958-11-15
12431,PRCP,0,1958-11-15
12432,TMAX,170,1958-12-15
12433,TMIN,130,1958-12-15
12434,PRCP,12,1958-12-15
12435,TMAX,270,1959-01-15
12436,TMIN,140,1959-01-15
12437,PRCP,0,1959-01-15
12438,TMAX,260,1959-02-15
12439,TMIN,160,1959-02-15
12440,PRCP,0,1959-02-15
12441,TMAX,290,1959-03-15
12442,TMIN,150,1959-03-15
12443,PRCP,0,1959-03-15
12444,TMAX,240,1959-04-15
12445,TMIN,140,1959-04-15
12446,PRCP,98,1959-04-15
12447,TMAX,260,1959-05-15
12448,TMIN,150,1959-05-15
12449,PRCP,0,1959-05-15
12450,TMAX,250,1959-06-15
12451,TMIN,160,1959-06-15
12452,PRCP,254,1959-06-15
12453,TMAX,270,1959-07-15
12454,TMIN,150,1959-07-15
12455,PRCP,93,1959-07-15
12456,TMAX,280,1959-08-15
12457,TMIN,170,1959-08-15
12458,PRCP,24,1959-08-15
12459,TMAX,260,1959-09-15
12460,TMIN,140,1959-09-15
12461,PRCP,74,1959-09-15
12462,TMAX,240,1959-10-15
12463,TMIN,160,1959-10-15
12464,PRCP,74,1959-10-15
12465,TMAX,270,1959-11-15
12466,TMIN,150,1959-11-15
12467,PRCP,0,1959-11-15
12468,TMAX,250,1959-12-15
12469,TMIN,130,1959-12-15
12470,PRCP,0,1959-12-15
12471,TMAX,270,1960-01-15
12472,TMIN,140,1960-01-15
12473,PRCP,0,1960-01-15
12474,TMAX,250,1960-02-15
12475,TMIN,100,1960-02-15
12476,PRCP,0,1960-02-15
12477,TMAX,300,1960-03-15
12478,TMIN,160,1960-03-15
12479,PRCP,0,1960-03-15
12480,TMAX,310,1960-04-15
12481,TMIN,160,1960-04-15
12482,PRCP,0,1960-04-15
12483,TMAX,320,1960-05-15
12484,TMIN,180,1960-05-15
12485,PRCP,0,1960-05-15
12486,TMAX,290,1960-06-15
12487,TMIN,160,1960-06-15
12488,PRCP,0,1960-06-15
12489,TMAX,270,1960-07-15
12490,TMIN,170,1960-07-15
12491,PRCP,128,1960-07-15
12492,TMAX,270,1960-08-15
12493,TMIN,160,1960-08-15
12494,PRCP,22,1960-08-15
12495,TMAX,260,1960-09-15
12496,TMIN,150,1960-09-15
12497,PRCP,0,1960-09-15
12498,TMAX,260,1960-10-15
12499,TMIN,160,1960-10-15
12500,PRCP,19,1960-10-15
12501,TMAX,270,1960-11-15
12502,TMIN,150,1960-11-15
12503,PRCP,0,1960-11-15
12504,TMAX,260,1960-12-15
12505,TMIN,140,1960-12-15
12506,PRCP,0,1960-12-15
12507,TMAX,240,1961-01-15
12508,TMIN,130,1961-01-15
12509,PRCP,0,1961-01-15
12510,TMAX,250,1961-02-15
12511,TMIN,100,1961-02-15
12512,PRCP,0,1961-02-15
12513,TMAX,300,1961-03-15
12514,TMIN,160,1961-03-15
12515,PRCP,0,1961-03-15
12516,TMAX,320,1961-04-15
12517,TMIN,150,1961-04-15
12518,PRCP,0,1961-04-15
12519,TMAX,330,1961-05-15
12520,TMIN,160,1961-05-15
12521,PRCP,0,1961-05-15
12522,TMAX,270,1961-06-15
12523,TMIN,140,1961-06-15
12524,PRCP,766,1961-06-15
12525,TMAX,270,1961-07-15
12526,TMIN,170,1961-07-15
12527,PRCP,0,1961-07-15
12528,TMAX,270,1961-08-15
12529,TMIN,160,1961-08-15
12530,PRCP,113,1961-08-15
12531,TMAX,250,1961-09-15
12532,TMIN,160,1961-09-15
12533,PRCP,136,1961-09-15
12534,TMAX,240,1961-10-15
12535,TMIN,100,1961-10-15
12536,PRCP,0,1961-10-15
12537,TMAX,200,1961-11-15
12538,TMIN,140,1961-11-15
12539,PRCP,0,1961-11-15
12540,TMAX,260,1961-12-15
12541,TMIN,100,1961-12-15
12542,PRCP,0,1961-12-15
12543,TMAX,260,1962-01-15
12544,TMIN,110,1962-01-15
12545,PRCP,0,1962-01-15
12546,TMAX,270,1962-02-15
12547,TMIN,150,1962-02-15
12548,PRCP,0,1962-02-15
12549,TMAX,350,1962-03-15
12550,TMIN,170,1962-03-15
12551,PRCP,0,1962-03-15
12552,TMAX,260,1962-04-15
12553,TMIN,110,1962-04-15
12554,PRCP,0,1962-04-15
12555,PRCP,0,1962-05-15
12556,PRCP,0,1962-06-15
12557,PRCP,0,1962-08-15
12558,TMAX,290,1962-09-15
12560,PRCP,163,1962-09-15
12561,TMAX,300,1962-10-15
12562,TMIN,155,1962-10-15
12563,PRCP,74,1962-10-15
12564,TMAX,250,1962-11-15
12565,TMIN,90,1962-11-15
12566,PRCP,0,1962-11-15
12567,TMAX,260,1962-12-15
12568,TMIN,130,1962-12-15
12569,PRCP,0,1962-12-15
12570,TMAX,250,1963-01-15
12571,TMIN,125,1963-01-15
12572,PRCP,0,1963-01-15
12573,TMAX,270,1963-02-15
12574,TMIN,100,1963-02-15
12575,PRCP,0,1963-02-15
12576,TMAX,250,1963-03-15
12577,TMIN,160,1963-03-15
12578,PRCP,0,1963-03-15
12579,TMAX,200,1963-05-15
12580,TMIN,150,1963-05-15
12581,PRCP,0,1963-05-15
12582,TMAX,250,1963-08-15
12583,TMIN,170,1963-08-15
12584,PRCP,0,1963-08-15
12585,TMAX,280,1963-09-15
12586,TMIN,160,1963-09-15
12587,PRCP,110,1963-09-15
12588,TMAX,280,1963-10-15
12589,TMIN,160,1963-10-15
12590,PRCP,0,1963-10-15
12591,TMAX,190,1963-11-15
12592,TMIN,140,1963-11-15
12593,PRCP,0,1963-11-15
12594,TMAX,170,1963-12-15
12595,TMIN,115,1963-12-15
12596,PRCP,0,1963-12-15
12597,TMAX,280,1964-02-15
12598,TMIN,140,1964-02-15
12599,PRCP,0,1964-02-15
12600,TMAX,330,1964-03-15
12601,TMIN,160,1964-03-15
12602,PRCP,0,1964-03-15
12603,TMAX,280,1964-04-15
12604,TMIN,180,1964-04-15
12605,PRCP,0,1964-04-15
12606,TMAX,290,1964-05-15
12607,TMIN,150,1964-05-15
12608,PRCP,0,1964-05-15
12609,TMAX,240,1964-06-15
12610,TMIN,160,1964-06-15
12611,PRCP,250,1964-06-15
12612,TMAX,225,1964-07-15
12613,TMIN,160,1964-07-15
12614,PRCP,40,1964-07-15
12615,TMAX,270,1964-08-15
12616,TMIN,155,1964-08-15
12617,PRCP,10,1964-08-15
12618,TMAX,260,1964-09-15
12619,TMIN,145,1964-09-15
12620,PRCP,430,1964-09-15
12621,TMAX,250,1964-10-15
12622,TMIN,145,1964-10-15
12623,PRCP,0,1964-10-15
12624,TMAX,235,1964-11-15
12625,TMIN,155,1964-11-15
